Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Last_Sale	Condition	Processor	Screen Size	Color	Memory Card Type	Lock Status	SIM Card Slot	Brand	Network	Model	Connectivity	Style	Operating System	Features	Storage Capacity	Camera Resolution	RAM	Seller Notes	Contract	MPN	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	NFC	Dual-Band	FM	DLNA	EDGE	GPS	HDMI Micro	Headphone Jack	Infrared	Lightning	Quad-Band	Tri-Band	WAP	WCDMA
Nokia 3.1 C (TA1141) 32GB (Cricket) Smartphone - White - Tested	31.59	5.0	34	1074.14	https://www.ebay.com/itm/275016352540?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Quad Core	5.5	White	MicroSD	Network Locked	Single SIM	nokia	Operator	Nokia 3.1 C	USB Type-C, 4G	Bar	Android	Fast Charging	32.0	8.0	2.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nokia 6 Dual SIM 5.5"" 4GB RAM 16MP Wi-Fi GPS Bluetooth Smartphone"	103.5	0.0	4	414.0	https://www.ebay.com/itm/203145222261?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Dual Core	5.5	Black	MicroSD	Factory Unlocked	Dual SIM	nokia	Unlocked	Nokia 6	4G	Bar	Android	Email, Web	64.0	8.0	4.0	“The phone is in good condition. without earphone”	Without Contract	Does Not Apply	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW Nokia 8 V 5G UW TA1257 Verizon Unlocked LTE GSM CDMA 64GB Android Smartphone	161.24	0.0	8	1289.92	https://www.ebay.com/itm/295688872962?nordt=true&orig_cvip=true&rt=nc	2023-06-13	New	Octa Core	6.8	Gray	microSDXC	Network Unlocked	Single SIM	nokia	Unlocked	Nokia 8	5G	Bar	Android	Fingerprint Sensor, Front Camera, Quad Rear Camera, Touch Screen, Wi-Fi Capable	64.0	12.0	6.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	NOKTA1257	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Original Nokia N8 N8-00 3G WIFI GPS 12MP Touchscreen 3.5"" 16GB Smartphone"	42.95	5.5	26	1116.79	https://www.ebay.com/itm/164928279178?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Others	3.5	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia N8	3G, Bluetooth	Bar	Android	Bluetooth Enabled	16.0	12.0	8.0	“1 year warranty, refurbished to a flawless new state, 100% genuine, professionally tested, and in ...Read moreabout the seller notes“1 year warranty, refurbished to a flawless new state, 100% genuine, professionally tested, and in normal operating condition. multi-language”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia G50 5G | Android 11| Unlocked Smartphone| US Version| 4/128GB | Ocean Blue	87.0	8.22	1	87.0	https://www.ebay.com/itm/145123725321?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Octa Core	6.82	Blue	microSDXC	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia G50	USB Type-C, 5G, Bluetooth, Wi-Fi, GPS	Bar	Android	Proximity Sensor, E-compass, Gyro Sensor, Accelerometer, Ambient Light Sensor, Ultra Wide-Angle Camera, Fingerprint Sensor, Triple Rear Camera	128.0	5.0	4.0	“Excellent Condition.”	Without Contract	F16BYA1022007, TA-1390	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nokia 9000il Communicator - Vintage Cell Phone - Perfect For Collectors 	299.0	9.55	1	299.0	https://www.ebay.com/itm/166168230447?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Others	3.7637822239322816	Gray	MicroSD	Network Locked	Single SIM	nokia	Operator	Nokia 9000il	Micro USB	Bar	Other	Internet Connectivity	0.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 1100 - Black (Unlocked) Cellular Phone	21.11	4.49	53	1119.05	https://www.ebay.com/itm/403640590392?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Others	3.7637822239322816	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	Nokia 1100	Micro USB	Bar	Other	Internet Connectivity	20.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia G100 Unlocked TA-1430 - 128GB - Blue (Single SIM) (N) 157167	99.99	0.0	1	99.99	https://www.ebay.com/itm/225615294208?nordt=true&orig_cvip=true&rt=nc	2023-06-13	New	Octa Core	6.5	Blue	microSDXC	Network Unlocked	Single SIM	nokia	Unlocked	G100 TA-1430	USB Type-C, 5G, 4G, Headphone Jack, Wi-Fi	Bar	Android	Internet Connectivity	128.0	5.0	4.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	NOT SPECIFIED	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"Nokia Lumia N9 N9-00 Unlocked Smartphone 3.9"" 3G Wifi 16GB 8MP"	56.17	9.0	25	1404.21	https://www.ebay.com/itm/144128577143?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Others	3.9	Black	MicroSD	Network Unlocked	Single SIM	nokia	Unlocked	N9	Micro USB	smartphone	Other	Touch Screen, Internet Browser	16.0	8.0	5.2053941908713695	“Item has been professionally restored with a new housing, fully working, tested before ship, It ...Read moreabout the seller notes“Item has been professionally restored with a new housing, fully working, tested before ship, It come with wholeset, 1*phone,1* USB Cable,1*charger,1* box”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia G50 - 128GB - Ocean Blue (Unlocked) (Single SIM)	120.0	12.45	1	120.0	https://www.ebay.com/itm/354841297872?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Octa Core	6.82	Blue	microSDXC	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia G50	USB Type-C, 5G, Bluetooth, Wi-Fi, GPS	Bar	Android	Proximity Sensor, E-compass, Gyro Sensor, Accelerometer, Ambient Light Sensor, Ultra Wide-Angle Camera, Fingerprint Sensor, Triple Rear Camera	128.0	5.0	4.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	F16BYA1022007, TA-1390	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nokia 8000 4G Dual SIM Black White  4G LTE GSM Unlocked KaiOS Phone -New Sealed	179.99	0.0	1	179.99	https://www.ebay.com/itm/385663103670?nordt=true&orig_cvip=true&rt=nc	2023-06-13	New	Quad Core	2.8	Black	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 6300 4G	3G, 4G, Bluetooth, FM Radio	Bar	Other	Bluetooth Enabled, Wi-Fi Capable, 3G Data Capable, Micro USB	4.0	2.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NEW Nokia 6300 - 4G Cell Phone - Charcoal - Unlocked - Dual SIM	59.0	15.16	1	59.0	https://www.ebay.com/itm/304975458095?nordt=true&orig_cvip=true&rt=nc	2023-06-13	New	Others	2.4	Gray, Black	MicroSDHC	Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	nokia	Unlocked	Nokia 6300 4G	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	Other	Internet Connectivity	4.0	0.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	16LIOB11A03	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 640XL Black	13.74	0.0	2	27.48	https://www.ebay.com/itm/115736264824?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Others	3.7637822239322816	Black	MicroSD	Factory Unlocked	Single SIM	nokia	Operator	Nokia 640XL	Micro USB	Bar	Other	Internet Connectivity	8.0	9.165085388994308	5.2053941908713695	“Open box, new! Box may be slightly damaged.”	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 8800 Classic Gun Metal Special edition Genuine Unlocked Made in Germany	110.0	20.0	1	110.0	https://www.ebay.com/itm/374736160077?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Others	3.7637822239322816	Silver	MicroSD	Network Unlocked	Single SIM	nokia	Unlocked	Nokia 8800	Micro USB	Slider	Other	Internet Connectivity	64.0	9.165085388994308	5.2053941908713695	“fully working,has signs from normal use, I would rate it 7.0/10.”	Without Contract	8801SLVTMB, NOKIA8801, 0044047, NOK8801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Original Unlocked Nokia E7-00 4"" Touch Screen Slide 16GB 3G Symbian Cell Phone"	85.0	0.0	3	255.0	https://www.ebay.com/itm/364112800525?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Others	3.7637822239322816	Black	No	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia E7-00	2G, 3G, Bluetooth, GPS, Micro USB, Quad-Band, Wi-Fi	Slider	Other	Bluetooth Enabled, GPS, Music Player, Touch Screen, Wi-Fi Capable, 3G Data Capable	16.0	8.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. This phone is A++ condition . It looks like brand new.”Read Lessabout the seller notes	Without Contract	Does Not Apply	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Original Unlocked NOKIA N95 8GB Mobile Phone 3G 5MP Wifi GPS 2.8''Screen GSM	46.19	17.0	6	277.15	https://www.ebay.com/itm/125724645720?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Others	2.8	Black	MicroSD	Network Unlocked	Single SIM	nokia	Operator	Nokia N95	Micro USB	Bar	Other	GPS	160.0	5.0	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	002D994, 002B2X4, HNOKN958GVF	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 6300 4G Cell Phone - Charcoal (Unlocked) (Dual SIM)	47.99	0.0	6	287.94	https://www.ebay.com/itm/394659421021?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Others	2.4	Gray, Black	MicroSDHC	Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	nokia	Unlocked	Nokia 6300 4G	Bluetooth, 4G, Wi-Fi, Micro USB	Bar	Other	Internet Connectivity	4.0	0.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	16LIOB11A03	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nokia 2760 Flip 4GB TracFone Prepaid Feature Phone, Black	19.7	14.05	496	9770.7	https://www.ebay.com/itm/134108122391?nordt=true&orig_cvip=true&rt=nc	2023-06-13	New	Others	2.8	Black	MicroSD	Network Unlocked	Single SIM	nokia	Unlocked	Nokia 2760	4G, LTE	Flip	Other	Internet Connectivity	4.0	5.0	8.0	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Prepaid	2760	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Original Unlocked Nokia 800 Tough 4G LTE GPS WIFI 2.0MP Camera Mobile Phone	109.65	16.33	9	986.85	https://www.ebay.com/itm/155459999371?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Open box	Others	2.4	Multi-Color	MicroSD	Factory Unlocked	Single SIM	nokia	Unlocked	Nokia 800 Tough	4G	Bar	Other	GPS	2.0	2.0	8.0	“An product that has been professionally restored to working”	Without Contract	Does Not Apply	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Original Nokia 107 FM Radio Dual SIM Cards Good Quality Unlocked Mobile Phone	16.99	7.0	1	16.99	https://www.ebay.com/itm/394447496059?nordt=true&orig_cvip=true&rt=nc	2023-06-13	Used	Others	3.7637822239322816	Black red	MicroSD	Factory Unlocked	Dual SIM (SIM + SIM)	nokia	Unlocked	Nokia 107	Micro USB	Bar	Other	FM Radio	512.0	9.165085388994308	5.2053941908713695	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	Without Contract	Does Not Apply	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
